iter	Passed	Remaining
367	6528	35551
368	6549	35551
369	6565	35524
370	6583	35509
371	6602	35494
372	6620	35483
373	6638	35466
374	6656	35446
375	6676	35439
376	6694	35425
377	6713	35414
378	6731	35395
379	6750	35385
380	6768	35370
381	6787	35357
382	6806	35345
383	6823	35326
384	6842	35313
385	6859	35293
386	6878	35279
387	6896	35262
388	6915	35255
389	6935	35247
390	6957	35248
391	6974	35229
392	6992	35213
393	7011	35198
394	7029	35183
395	7048	35168
396	7067	35161
397	7086	35147
398	7104	35132
399	7123	35119
400	7143	35111
401	7162	35099
402	7180	35083
403	7199	35069
404	7218	35058
405	7238	35051
406	7258	35043
407	7277	35031
408	7297	35023
409	7312	34993
410	7330	34978
411	7348	34959
412	7367	34948
413	7386	34935
414	7406	34928
415	7424	34907
416	7442	34892
417	7462	34885
418	7480	34867
419	7500	34857
420	7521	34857
421	7541	34849
422	7559	34831
423	7575	34806
424	7594	34789
425	7613	34778
426	7632	34766
427	7642	34712
428	7660	34695
429	7676	34667
430	7693	34648
431	7712	34633
432	7737	34648
433	7757	34641
434	7774	34617
435	7790	34593
436	7807	34570
437	7823	34545
438	7840	34523
439	7854	34488
440	7871	34465
441	7887	34440
442	7902	34411
443	7916	34376
444	7933	34352
445	7949	34328
446	7966	34307
447	7981	34277
448	7997	34253
449	8013	34225
450	8022	34169
451	8037	34139
452	8053	34114
453	8068	34085
454	8085	34065
455	8100	34038
456	8117	34013
457	8134	33993
458	8146	33954
459	8163	33931
460	8178	33904
461	8195	33881
462	8211	33855
463	8226	33828
464	8243	33806
465	8260	33785
466	8275	33756
467	8291	33732
468	8307	33708
469	8323	33682
470	8339	33660
471	8356	33637
472	8372	33611
473	8387	33584
474	8405	33567
475	8421	33543
476	8436	33514
477	8453	33496
478	8471	33481
479	8488	33460
480	8503	33430
481	8518	33404
482	8533	33375
483	8550	33354
484	8566	33330
485	8584	33313
486	8601	33294
487	8615	33260
488	8631	33236
489	8646	33209
490	8662	33187
491	8678	33162
492	8695	33140
493	8710	33112
494	8725	33087
495	8741	33063
496	8757	33037
497	8773	33014
498	8789	32990
499	8804	32965
500	8821	32945
501	8837	32920
502	8854	32899
503	8871	32880
504	8886	32854
505	8901	32827
506	8915	32797
507	8932	32774
508	8948	32752
509	8964	32728
510	8981	32710
511	8998	32688
512	9015	32669
513	9030	32644
514	9047	32622
515	9063	32602
516	9078	32574
517	9087	32525
518	9103	32501
519	9120	32483
520	9137	32464
521	9153	32440
522	9170	32420
523	9185	32395
524	9200	32368
525	9216	32347
526	9233	32324
527	9247	32296
528	9264	32278
529	9281	32256
530	9298	32238
531	9315	32217
532	9329	32190
533	9347	32173
534	9363	32150
535	9380	32132
536	9395	32106
537	9412	32086
538	9429	32066
539	9442	32035
540	9459	32015
541	9474	31988
542	9489	31963
543	9506	31945
544	9522	31921
545	9538	31898
546	9553	31875
547	9570	31854
548	9587	31834
549	9602	31810
550	9618	31788
551	9634	31765
552	9649	31740
553	9664	31715
554	9680	31694
555	9696	31669
556	9713	31650
557	9725	31616
558	9740	31590
559	9757	31571
560	9773	31549
561	9788	31526
562	9804	31502
563	9820	31481
564	9836	31458
565	9854	31443
566	9870	31422
567	9885	31395
568	9901	31375
569	9919	31358
570	9934	31334
571	9949	31308
572	9963	31282
573	9979	31261
574	9996	31241
575	10013	31222
576	10030	31203
577	10046	31182
578	10063	31162
579	10079	31143
580	10097	31126
581	10112	31102
582	10129	31083
583	10144	31059
584	10160	31036
585	10176	31015
586	10194	30999
587	10210	30979
588	10226	30957
589	10242	30936
590	10259	30917
591	10276	30897
592	10292	30876
593	10308	30856
594	10324	30835
595	10341	30814
596	10356	30792
597	10373	30772
598	10389	30752
599	10407	30736
600	10421	30710
601	10438	30690
602	10455	30673
603	10471	30650
604	10487	30630
605	10502	30606
606	10518	30583
607	10533	30561
608	10550	30542
609	10566	30520
610	10582	30501
611	10601	30486
612	10617	30468
613	10633	30444
614	10648	30422
615	10663	30397
616	10679	30377
617	10695	30354
618	10711	30336
619	10727	30313
620	10742	30290
621	10759	30270
622	10775	30251
623	10792	30233
624	10808	30212
625	10825	30192
626	10841	30173
627	10857	30153
628	10873	30130
629	10889	30110
630	10905	30090
631	10920	30064
632	10932	30035
633	10950	30019
634	10965	29996
635	10983	29979
636	11000	29961
637	11014	29935
638	11032	29919
639	11048	29899
640	11064	29879
641	11080	29859
642	11098	29843
643	11116	29828
644	11129	29798
645	11142	29770
646	11158	29750
647	11173	29727
648	11190	29707
649	11205	29685
650	11221	29666
651	11236	29642
652	11252	29621
653	11267	29598
654	11283	29577
655	11297	29553
656	11313	29531
657	11329	29512
658	11345	29490
659	11359	29465
660	11376	29447
661	11384	29407
662	11401	29389
663	11417	29369
664	11435	29352
665	11451	29333
666	11466	29312
667	11483	29292
668	11499	29272
669	11512	29244
670	11528	29226
671	11545	29208
672	11563	29193
673	11580	29175
674	11596	29154
675	11611	29132
676	11627	29112
677	11643	29091
678	11660	29073
679	11676	29053
680	11692	29033
681	11708	29013
682	11725	28996
683	11740	28974
684	11757	28956
685	11773	28935
686	11791	28920
687	11808	28902
688	11824	28882
689	11841	28865
690	11857	28845
691	11874	28827
692	11890	28807
693	11907	28790
694	11923	28771
695	11939	28751
696	11955	28731
697	11970	28709
698	11986	28688
699	12000	28664
700	12015	28642
701	12032	28624
702	12047	28601
703	12063	28581
704	12079	28563
705	12094	28540
706	12110	28519
707	12126	28499
708	12143	28482
709	12157	28458
710	12173	28440
711	12189	28419
712	12205	28400
713	12219	28374
714	12235	28355
715	12253	28340
716	12269	28321
717	12285	28300
718	12300	28279
719	12315	28256
720	12328	28231
721	12344	28211
722	12359	28190
723	12373	28165
724	12391	28149
725	12406	28128
726	12423	28111
727	12441	28095
728	12456	28074
729	12475	28060
730	12491	28042
731	12508	28023
732	12523	28002
733	12538	27980
734	12552	27957
735	12568	27937
736	12585	27920
737	12600	27899
738	12617	27880
739	12632	27858
740	12648	27840
741	12664	27820
742	12680	27801
743	12697	27784
744	12714	27766
745	12730	27746
746	12745	27725
747	12760	27704
748	12775	27682
749	12784	27647
750	12800	27628
751	12816	27610
752	12828	27582
753	12845	27565
754	12861	27545
755	12876	27525
756	12893	27507
757	12909	27487
758	12925	27469
759	12941	27449
760	12958	27431
761	12974	27413
762	12991	27395
763	13005	27373
764	13020	27351
765	13036	27332
766	13052	27313
767	13068	27293
768	13086	27278
769	13101	27258
770	13116	27236
771	13132	27216
772	13149	27200
773	13165	27181
774	13186	27173
775	13204	27157
776	13219	27137
777	13236	27118
778	13252	27100
779	13267	27080
780	13283	27061
781	13298	27039
782	13315	27022
783	13330	27000
784	13347	26983
785	13364	26967
786	13381	26950
787	13397	26930
788	13412	26910
789	13424	26883
790	13442	26868
791	13458	26849
792	13474	26829
793	13490	26810
794	13506	26792
795	13521	26771
796	13535	26748
797	13551	26729
798	13568	26713
799	13583	26692
800	13602	26677
801	13619	26662
802	13635	26642
803	13652	26625
804	13669	26609
805	13686	26592
806	13703	26574
807	13718	26554
808	13736	26538
809	13752	26520
810	13770	26505
811	13786	26486
812	13802	26466
813	13818	26448
814	13834	26430
815	13847	26404
816	13861	26382
817	13877	26364
818	13893	26344
819	13909	26325
820	13924	26304
821	13941	26288
822	13959	26273
823	13975	26255
824	13993	26239
825	14009	26220
826	14025	26203
827	14042	26185
828	14058	26166
829	14075	26149
830	14092	26133
831	14104	26107
832	14120	26087
833	14137	26071
834	14155	26056
835	14173	26041
836	14192	26027
837	14208	26008
838	14224	25990
839	14241	25973
840	14258	25956
841	14274	25938
842	14288	25915
843	14304	25897
844	14321	25881
845	14338	25863
846	14355	25845
847	14368	25822
848	14394	25822
849	14413	25808
850	14431	25794
851	14449	25778
852	14467	25763
853	14486	25749
854	14499	25726
855	14518	25712
856	14533	25691
857	14550	25675
858	14566	25657
859	14583	25639
860	14602	25625
861	14619	25610
862	14636	25592
863	14652	25573
864	14667	25554
865	14684	25536
866	14702	25521
867	14718	25502
868	14736	25487
869	14753	25470
870	14770	25454
871	14789	25441
872	14806	25424
873	14824	25409
874	14840	25390
875	14858	25375
876	14875	25357
877	14891	25339
878	14907	25319
879	14922	25301
880	14939	25284
881	14956	25267
882	14974	25251
883	14991	25234
884	15008	25218
885	15022	25195
886	15038	25177
887	15055	25160
888	15073	25145
889	15091	25129
890	15103	25105
891	15124	25094
892	15136	25069
893	15165	25072
894	15181	25053
895	15197	25035
896	15213	25017
897	15229	24998
898	15246	24980
899	15262	24961
900	15277	24942
901	15293	24923
902	15305	24899
903	15320	24879
904	15337	24862
905	15355	24847
906	15373	24831
907	15388	24811
908	15404	24793
909	15421	24775
910	15436	24756
911	15453	24738
912	15469	24720
913	15485	24702
914	15503	24686
915	15520	24669
916	15537	24653
917	15554	24636
918	15572	24620
919	15591	24606
920	15607	24589
921	15623	24571
922	15640	24553
923	15656	24534
924	15671	24515
925	15689	24499
926	15705	24480
927	15721	24462
928	15732	24437
929	15750	24421
930	15768	24406
931	15786	24390
932	15803	24374
933	15816	24351
934	15833	24333
935	15849	24316
936	15868	24302
937	15885	24285
938	15904	24272
939	15922	24257
940	15939	24239
941	15955	24221
942	15972	24204
943	15990	24188
944	16006	24171
945	16023	24153
946	16040	24137
947	16057	24120
948	16075	24104
949	16093	24090
950	16111	24073
951	16128	24056
952	16145	24040
953	16162	24023
954	16179	24006
955	16196	23989
956	16213	23973
957	16230	23956
958	16244	23934
959	16262	23919
960	16280	23904
961	16299	23890
962	16317	23874
963	16329	23850
964	16346	23833
965	16364	23817
966	16381	23801
967	16397	23783
968	16415	23767
969	16433	23751
970	16448	23733
971	16466	23716
972	16483	23700
973	16500	23684
974	16519	23668
975	16533	23648
976	16546	23626
977	16564	23610
978	16579	23590
979	16594	23571
980	16611	23554
981	16624	23531
982	16639	23512
983	16654	23492
984	16669	23472
985	16687	23457
986	16705	23441
987	16723	23425
988	16740	23409
989	16758	23394
990	16774	23376
991	16791	23359
992	16808	23342
993	16825	23324
994	16841	23307
995	16859	23291
996	16875	23274
997	16888	23250
998	16906	23235
999	16923	23218
1000	16940	23202
1001	16957	23185
1002	16975	23169
1003	16992	23153
1004	17007	23133
1005	17025	23118
1006	17043	23102
1007	17061	23086
1008	17077	23068
1009	17093	23051
1010	17110	23034
1011	17126	23015
1012	17143	22999
1013	17160	22982
1014	17176	22963
1015	17194	22949
1016	17213	22933
1017	17229	22916
1018	17246	22899
1019	17263	22882
1020	17280	22865
1021	17299	22851
1022	17315	22833
1023	17331	22815
1024	17349	22799
1025	17365	22781
1026	17381	22764
1027	17398	22747
1028	17416	22731
1029	17433	22713
1030	17446	22692
1031	17463	22675
1032	17476	22654
1033	17493	22637
1034	17511	22620
1035	17527	22603
1036	17544	22586
1037	17563	22572
1038	17581	22556
1039	17597	22538
1040	17615	22523
1041	17631	22505
1042	17648	22488
1043	17664	22469
1044	17682	22454
1045	17699	22437
1046	17717	22422
1047	17733	22404
1048	17749	22385
1049	17767	22369
1050	17785	22354
1051	17803	22338
1052	17816	22316
1053	17833	22300
1054	17847	22279
1055	17864	22263
1056	17883	22248
1057	17899	22230
1058	17915	22212
1059	17932	22195
1060	17950	22179
1061	17968	22164
1062	17986	22149
1063	18003	22131
1064	18020	22115
1065	18036	22097
1066	18055	22082
1067	18072	22066
1068	18089	22049
1069	18101	22026
1070	18119	22010
1071	18135	21992
1072	18152	21976
1073	18169	21959
1074	18188	21944
1075	18206	21929
1076	18224	21913
1077	18242	21897
1078	18259	21881
1079	18277	21864
1080	18295	21849
1081	18313	21833
1082	18327	21813
1083	18344	21796
1084	18357	21774
1085	18374	21758
1086	18391	21741
1087	18408	21724
1088	18426	21709
1089	18443	21692
1090	18456	21670
1091	18472	21652
1092	18489	21636
1093	18505	21617
1094	18522	21601
1095	18536	21580
1096	18552	21563
1097	18572	21549
1098	18588	21531
1099	18605	21514
1100	18619	21494
1101	18635	21477
1102	18652	21459
1103	18668	21441
1104	18685	21425
1105	18702	21408
1106	18720	21392
1107	18738	21376
1108	18754	21358
1109	18770	21341
1110	18787	21323
1111	18805	21307
1112	18823	21292
1113	18841	21276
1114	18858	21260
1115	18878	21246
1116	18892	21226
1117	18905	21205
1118	18918	21183
1119	18934	21166
1120	18951	21148
1121	18968	21132
1122	18985	21115
1123	19003	21099
1124	19021	21084
1125	19039	21068
1126	19056	21051
1127	19073	21035
1128	19090	21018
1129	19107	21001
1130	19123	20983
1131	19142	20968
1132	19161	20954
1133	19180	20939
1134	19196	20922
1135	19215	20906
1136	19227	20885
1137	19244	20868
1138	19262	20852
1139	19281	20837
1140	19299	20821
1141	19316	20804
1142	19334	20788
1143	19350	20771
1144	19366	20753
1145	19384	20737
1146	19400	20720
1147	19417	20703
1148	19431	20683
1149	19449	20667
1150	19467	20651
1151	19484	20635
1152	19501	20618
1153	19517	20600
1154	19535	20584
1155	19552	20567
1156	19572	20553
1157	19588	20535
1158	19606	20519
1159	19624	20504
1160	19642	20488
1161	19655	20467
1162	19671	20449
1163	19684	20428
1164	19700	20410
1165	19716	20392
1166	19733	20375
1167	19749	20358
1168	19768	20342
1169	19781	20322
1170	19799	20306
1171	19815	20289
1172	19833	20273
1173	19847	20253
1174	19863	20235
1175	19877	20215
1176	19893	20197
1177	19906	20176
1178	19922	20159
1179	19939	20142
1180	19955	20124
1181	19972	20107
1182	19989	20090
1183	20006	20073
1184	20023	20057
1185	20040	20040
1186	20058	20024
1187	20076	20008
1188	20093	19991
1189	20113	19977
1190	20131	19962
1191	20148	19945
1192	20166	19929
1193	20183	19913
1194	20200	19896
1195	20216	19878
1196	20230	19858
1197	20248	19842
1198	20264	19825
1199	20281	19808
1200	20294	19787
1201	20308	19768
1202	20324	19749
1203	20338	19730
1204	20352	19710
1205	20371	19696
1206	20463	19751
1207	20560	19811
1208	20670	19883
1209	20711	19890
1210	20741	19885
1211	20780	19889
1212	20831	19903
1213	20945	19979
1214	20964	19963
1215	20989	19953
1216	21011	19941
1217	21033	19928
1218	21054	19914
1219	21076	19902
1220	21098	19888
1221	21115	19870
1222	21137	19858
1223	21157	19844
1224	21181	19833
1225	21202	19818
1226	21220	19802
1227	21239	19786
1228	21260	19772
1229	21279	19757
1230	21298	19741
1231	21318	19726
1232	21337	19710
1233	21357	19695
1234	21376	19680
1235	21395	19664
1236	21414	19648
1237	21435	19634
1238	21453	19617
1239	21472	19602
1240	21493	19588
1241	21513	19573
1242	21531	19556
1243	21547	19538
1244	21562	19518
1245	21581	19503
1246	21600	19486
1247	21621	19473
1248	21639	19456
1249	21658	19440
1250	21677	19425
1251	21695	19408
1252	21714	19392
1253	21733	19376
1254	21753	19361
1255	21768	19342
1256	21786	19325
1257	21806	19309
1258	21823	19293
1259	21860	19292
1260	21882	19279
1261	21898	19260
1262	21918	19246
1263	21939	19231
1264	21960	19217
1265	21980	19202
1266	21998	19185
1267	22018	19170
1268	22037	19154
1269	22055	19137
1270	22071	19119
1271	22092	19105
1272	22114	19091
1273	22134	19076
1274	22153	19060
1275	22174	19046
1276	22195	19032
1277	22214	19016
1278	22230	18997
1279	22249	18981
1280	22269	18966
1281	22289	18951
1282	22310	18937
1283	22329	18921
1284	22349	18905
1285	22369	18890
1286	22387	18873
1287	22404	18856
1288	22424	18840
1289	22447	18828
1290	22469	18814
1291	22491	18801
1292	22510	18785
1293	22534	18772
1294	22552	18755
1295	22573	18741
1296	22591	18724
1297	22610	18708
1298	22627	18690
1299	22645	18673
1300	22661	18654
1301	22678	18637
1302	22695	18619
1303	22712	18602
1304	22729	18584
1305	22747	18567
1306	22764	18549
1307	22782	18532
1308	22798	18513
1309	22814	18495
1310	22832	18478
1311	22850	18461
1312	22868	18444
1313	22883	18425
1314	22896	18404
1315	22909	18383
1316	22925	18364
1317	22942	18346
1318	22959	18329
1319	22977	18312
1320	22993	18293
1321	23010	18276
1322	23028	18259
1323	23046	18241
1324	23063	18224
1325	23079	18206
1326	23097	18188
1327	23108	18166
1328	23125	18149
1329	23142	18131
1330	23159	18113
1331	23177	18096
1332	23193	18078
1333	23211	18061
1334	23228	18043
1335	23245	18025
1336	23260	18006
1337	23277	17988
1338	23295	17971
1339	23313	17955
1340	23330	17937
1341	23345	17918
1342	23364	17901
1343	23381	17884
1344	23399	17866
1345	23414	17848
1346	23434	17832
1347	23451	17814
1348	23468	17796
1349	23484	17778
1350	23501	17760
1351	23517	17742
1352	23535	17725
1353	23552	17707
1354	23569	17690
1355	23586	17672
1356	23603	17654
1357	23620	17637
1358	23636	17618
1359	23651	17599
1360	23666	17580
1361	23681	17561
1362	23697	17542
1363	23715	17525
1364	23731	17507
1365	23748	17489
1366	23765	17472
1367	23782	17454
1368	23799	17436
1369	23816	17419
1370	23833	17401
1371	23850	17383
1372	23867	17366
1373	23884	17348
1374	23899	17329
1375	23914	17309
1376	23930	17291
1377	23948	17274
1378	23964	17256
1379	23981	17238
1380	23996	17219
1381	24011	17200
1382	24026	17181
1383	24043	17164
1384	24059	17145
1385	24076	17127
1386	24091	17109
1387	24108	17091
1388	24126	17074
1389	24143	17057
1390	24163	17041
1391	24181	17024
1392	24198	17006
1393	24215	16989
1394	24231	16970
1395	24247	16952
1396	24263	16934
1397	24281	16916
1398	24299	16899
1399	24316	16882
1400	24334	16865
1401	24350	16847
1402	24363	16826
1403	24379	16808
1404	24396	16790
1405	24413	16773
1406	24430	16755
1407	24447	16738
1408	24464	16720
1409	24482	16703
1410	24498	16685
1411	24510	16664
1412	24525	16645
1413	24543	16628
1414	24558	16609
1415	24576	16592
1416	24593	16574
1417	24608	16556
1418	24624	16537
1419	24641	16520
1420	24656	16501
1421	24674	16484
1422	24691	16467
1423	24705	16447
1424	24725	16431
1425	24741	16413
1426	24758	16396
1427	24775	16377
1428	24792	16360
1429	24809	16343
1430	24827	16326
1431	24845	16309
1432	24857	16288
1433	24875	16271
1434	24893	16254
1435	24912	16238
1436	24928	16219
1437	24944	16201
1438	24960	16183
1439	24976	16165
1440	24992	16147
1441	25010	16129
1442	25027	16112
1443	25045	16095
1444	25059	16076
1445	25076	16058
1446	25093	16041
1447	25109	16022
1448	25121	16002
1449	25137	15983
1450	25152	15964
1451	25167	15946
1452	25185	15929
1453	25201	15911
1454	25218	15893
1455	25236	15876
1456	25253	15858
1457	25271	15842
1458	25288	15825
1459	25304	15806
1460	25322	15790
1461	25341	15773
1462	25360	15756
1463	25376	15738
1464	25393	15721
1465	25410	15703
1466	25427	15686
1467	25445	15669
1468	25462	15651
1469	25477	15632
1470	25493	15614
1471	25510	15597
1472	25526	15579
1473	25557	15570
1474	25573	15552
1475	25587	15532
1476	25601	15513
1477	25620	15496
1478	25636	15478
1479	25652	15460
1480	25671	15444
1481	25688	15427
1482	25705	15409
1483	25721	15391
1484	25737	15373
1485	25753	15354
1486	25768	15336
1487	25786	15319
1488	25805	15303
1489	25820	15284
1490	25838	15267
1491	25852	15247
1492	25870	15230
1493	25886	15212
1494	25906	15197
1495	25923	15179
1496	25941	15162
1497	25954	15142
1498	25972	15125
1499	25985	15105
1500	26001	15088
1501	26019	15071
1502	26037	15054
1503	26053	15036
1504	26071	15019
1505	26088	15001
1506	26105	14984
1507	26122	14966
1508	26138	14948
1509	26153	14929
1510	26168	14911
1511	26180	14890
1512	26196	14873
1513	26213	14855
1514	26227	14836
1515	26242	14817
1516	26259	14800
1517	26277	14783
1518	26294	14766
1519	26311	14748
1520	26328	14730
1521	26345	14713
1522	26362	14695
1523	26379	14678
1524	26396	14660
1525	26413	14643
1526	26430	14625
1527	26447	14608
1528	26465	14591
1529	26483	14574
1530	26499	14556
1531	26512	14537
1532	26528	14518
1533	26546	14501
1534	26562	14484
1535	26579	14466
1536	26597	14449
1537	26611	14430
1538	26628	14412
1539	26647	14396
1540	26665	14379
1541	26683	14362
1542	26699	14344
1543	26716	14327
1544	26733	14309
1545	26753	14293
1546	26771	14276
1547	26787	14259
1548	26804	14241
1549	26821	14223
1550	26837	14206
1551	26853	14187
1552	26868	14169
1553	26886	14152
1554	26904	14135
1555	26920	14117
1556	26939	14101
1557	26956	14083
1558	26973	14066
1559	26989	14048
1560	27006	14030
1561	27022	14013
1562	27036	13993
1563	27052	13976
1564	27065	13956
1565	27082	13939
1566	27101	13922
1567	27117	13904
1568	27135	13887
1569	27152	13870
1570	27170	13853
1571	27188	13836
1572	27205	13819
1573	27221	13800
1574	27236	13782
1575	27252	13764
1576	27266	13745
1577	27282	13727
1578	27299	13710
1579	27313	13691
1580	27328	13672
1581	27342	13653
1582	27358	13635
1583	27370	13616
1584	27386	13598
1585	27404	13581
1586	27421	13563
1587	27439	13546
1588	27456	13529
1589	27473	13511
1590	27490	13494
1591	27507	13477
1592	27520	13458
1593	27536	13440
1594	27553	13422
1595	27570	13405
1596	27587	13387
1597	27603	13369
1598	27618	13351
1599	27633	13333
1600	27655	13318
1601	27672	13300
1602	27689	13283
1603	27707	13266
1604	27725	13249
1605	27742	13232
1606	27759	13214
1607	27772	13195
1608	27789	13177
1609	27807	13160
1610	27823	13143
1611	27837	13124
1612	27855	13107
1613	27873	13090
1614	27891	13073
1615	27909	13056
1616	27938	13045
1617	27957	13028
1618	27975	13011
1619	27989	12992
1620	28006	12975
1621	28021	12957
1622	28037	12938
1623	28052	12920
1624	28069	12903
1625	28085	12885
1626	28101	12867
1627	28117	12849
1628	28132	12831
1629	28149	12814
1630	28166	12796
1631	28180	12777
1632	28199	12761
1633	28216	12743
1634	28233	12726
1635	28248	12708
1636	28264	12690
1637	28276	12671
1638	28292	12653
1639	28309	12635
1640	28325	12617
1641	28341	12600
1642	28358	12582
1643	28375	12565
1644	28390	12547
1645	28406	12529
1646	28424	12512
1647	28440	12494
1648	28457	12477
1649	28476	12460
1650	28494	12443
1651	28512	12426
1652	28530	12409
1653	28549	12393
1654	28568	12376
1655	28584	12359
1656	28600	12341
1657	28618	12324
1658	28637	12307
1659	28655	12290
1660	28673	12273
1661	28691	12257
1662	28710	12240
1663	28727	12223
1664	28744	12205
1665	28762	12188
1666	28779	12171
1667	28796	12153
1668	28815	12137
1669	28832	12119
