iter	Passed	Remaining
1670	28849	12102
1671	28866	12085
1672	28884	12068
1673	28901	12050
1674	28918	12033
1675	28935	12016
1676	28951	11998
1677	28968	11981
1678	28984	11963
1679	29001	11945
1680	29018	11928
1681	29031	11909
1682	29048	11892
1683	29065	11874
1684	29082	11857
1685	29096	11838
1686	29112	11821
1687	29129	11803
1688	29147	11786
1689	29165	11769
1690	29177	11750
1691	29194	11732
1692	29209	11714
1693	29226	11697
1694	29241	11679
1695	29260	11662
1696	29276	11645
1697	29293	11627
1698	29310	11610
1699	29327	11593
1700	29344	11575
1701	29358	11556
1702	29371	11538
1703	29383	11519
1704	29400	11501
1705	29417	11484
1706	29434	11466
1707	29453	11450
1708	29470	11432
1709	29487	11415
1710	29504	11398
1711	29522	11381
1712	29540	11364
1713	29557	11346
1714	29574	11329
1715	29592	11312
1716	29608	11294
1717	29623	11277
1718	29638	11258
1719	29654	11240
1720	29669	11223
1721	29686	11205
1722	29704	11188
1723	29721	11171
1724	29738	11153
1725	29752	11135
1726	29769	11118
1727	29785	11100
1728	29801	11082
1729	29814	11064
1730	29832	11047
1731	29848	11029
1732	29865	11012
1733	29883	10995
1734	29901	10978
1735	29917	10960
1736	29934	10943
1737	29952	10926
1738	29970	10909
1739	29987	10892
1740	30004	10874
1741	30021	10857
1742	30038	10840
1743	30055	10822
1744	30073	10805
1745	30088	10787
1746	30100	10768
1747	30116	10751
1748	30132	10733
1749	30145	10714
1750	30161	10696
1751	30178	10679
1752	30192	10661
1753	30209	10643
1754	30242	10632
1755	30259	10614
1756	30275	10597
1757	30291	10579
1758	30306	10561
1759	30322	10544
1760	30339	10526
1761	30355	10508
1762	30372	10491
1763	30389	10474
1764	30405	10456
1765	30422	10439
1766	30438	10421
1767	30456	10404
1768	30472	10387
1769	30488	10369
1770	30507	10352
1771	30523	10335
1772	30538	10317
1773	30553	10299
1774	30571	10282
1775	30588	10265
1776	30605	10247
1777	30619	10229
1778	30630	10210
1779	30646	10192
1780	30662	10174
1781	30678	10157
1782	30695	10139
1783	30706	10120
1784	30723	10103
1785	30740	10086
1786	30758	10069
1787	30775	10051
1788	30791	10034
1789	30806	10016
1790	30822	9998
1791	30839	9981
1792	30856	9964
1793	30873	9946
1794	30890	9929
1795	30908	9912
1796	30924	9895
1797	30939	9877
1798	30958	9860
1799	30975	9843
1800	30990	9825
1801	31007	9808
1802	31024	9790
1803	31041	9773
1804	31058	9756
1805	31076	9739
1806	31094	9722
1807	31112	9705
1808	31127	9687
1809	31144	9670
1810	31161	9652
1811	31178	9635
1812	31195	9618
1813	31211	9600
1814	31228	9583
1815	31245	9566
1816	31262	9549
1817	31280	9531
1818	31297	9514
1819	31314	9497
1820	31332	9480
1821	31350	9463
1822	31368	9446
1823	31384	9429
1824	31398	9411
1825	31415	9393
1826	31431	9376
1827	31447	9358
1828	31463	9340
1829	31479	9323
1830	31496	9306
1831	31514	9289
1832	31530	9271
1833	31547	9254
1834	31564	9237
1835	31581	9219
1836	31599	9202
1837	31616	9185
1838	31634	9168
1839	31650	9151
1840	31668	9134
1841	31686	9117
1842	31705	9100
1843	31723	9083
1844	31739	9066
1845	31756	9048
1846	31771	9030
1847	31788	9013
1848	31804	8995
1849	31821	8978
1850	31837	8961
1851	31854	8943
1852	31871	8926
1853	31888	8909
1854	31904	8892
1855	31920	8874
1856	31938	8857
1857	31955	8840
1858	31973	8823
1859	31991	8806
1860	32010	8789
1861	32026	8772
1862	32042	8754
1863	32059	8737
1864	32077	8720
1865	32092	8702
1866	32110	8685
1867	32128	8668
1868	32145	8651
1869	32160	8633
1870	32177	8616
1871	32193	8598
1872	32208	8581
1873	32226	8563
1874	32243	8546
1875	32260	8529
1876	32278	8512
1877	32294	8494
1878	32310	8477
1879	32327	8460
1880	32342	8442
1881	32360	8425
1882	32378	8408
1883	32395	8391
1884	32412	8373
1885	32430	8357
1886	32448	8339
1887	32466	8322
1888	32478	8304
1889	32494	8287
1890	32512	8270
1891	32531	8253
1892	32548	8235
1893	32566	8218
1894	32581	8201
1895	32598	8183
1896	32613	8166
1897	32630	8148
1898	32644	8130
1899	32660	8113
1900	32676	8096
1901	32692	8078
1902	32708	8061
1903	32725	8043
1904	32741	8026
1905	32758	8009
1906	32776	7992
1907	32793	7975
1908	32810	7957
1909	32827	7940
1910	32845	7923
1911	32863	7906
1912	32880	7889
1913	32897	7872
1914	32915	7855
1915	32935	7838
1916	32952	7821
1917	32969	7804
1918	32987	7787
1919	33007	7770
1920	33025	7753
1921	33043	7736
1922	33061	7719
1923	33078	7702
1924	33094	7684
1925	33111	7667
1926	33128	7650
1927	33146	7633
1928	33164	7616
1929	33181	7599
1930	33198	7581
1931	33215	7564
1932	33231	7547
1933	33248	7529
1934	33262	7512
1935	33278	7494
1936	33295	7477
1937	33310	7459
1938	33326	7442
1939	33342	7424
1940	33358	7407
1941	33374	7389
1942	33390	7372
1943	33407	7355
1944	33423	7337
1945	33442	7320
1946	33460	7303
1947	33476	7286
1948	33493	7269
1949	33508	7251
1950	33526	7234
1951	33543	7217
1952	33559	7200
1953	33577	7182
1954	33595	7165
1955	33613	7148
1956	33632	7132
1957	33650	7115
1958	33668	7097
1959	33684	7080
1960	33701	7063
1961	33719	7046
1962	33737	7029
1963	33752	7011
1964	33768	6994
1965	33781	6976
1966	33798	6959
1967	33816	6942
1968	33834	6924
1969	33847	6906
1970	33865	6889
1971	33880	6872
1972	33896	6854
1973	33913	6837
1974	33928	6820
1975	33945	6802
1976	33963	6785
1977	33979	6768
1978	33996	6751
1979	34014	6734
1980	34031	6716
1981	34047	6699
1982	34063	6682
1983	34079	6664
1984	34095	6647
1985	34112	6630
1986	34130	6613
1987	34145	6595
1988	34163	6578
1989	34179	6561
1990	34196	6543
1991	34212	6526
1992	34229	6509
1993	34246	6491
1994	34260	6474
1995	34278	6457
1996	34294	6439
1997	34311	6422
1998	34328	6405
1999	34343	6387
2000	34360	6370
2001	34376	6353
2002	34392	6335
2003	34408	6318
2004	34425	6301
2005	34442	6284
2006	34458	6266
2007	34474	6249
2008	34490	6231
2009	34507	6214
2010	34524	6197
2011	34541	6180
2012	34556	6162
2013	34573	6145
2014	34592	6128
2015	34610	6111
2016	34627	6094
2017	34652	6078
2018	34670	6061
2019	34687	6044
2020	34703	6027
2021	34716	6009
2022	34734	5992
2023	34751	5974
2024	34767	5957
2025	34784	5940
2026	34801	5923
2027	34819	5906
2028	34836	5889
2029	34854	5872
2030	34870	5854
2031	34883	5836
2032	34900	5819
2033	34917	5802
2034	34933	5785
2035	34949	5767
2036	34965	5750
2037	34982	5733
2038	34999	5716
2039	35017	5698
2040	35038	5682
2041	35058	5665
2042	35072	5648
2043	35088	5630
2044	35104	5613
2045	35119	5595
2046	35137	5578
2047	35151	5561
2048	35169	5543
2049	35186	5526
2050	35203	5509
2051	35218	5492
2052	35237	5475
2053	35254	5458
2054	35270	5440
2055	35288	5423
2056	35306	5406
2057	35323	5389
2058	35423	5384
2059	35568	5387
2060	35593	5371
2061	35622	5355
2062	35653	5340
2063	35674	5323
2064	35697	5307
2065	35722	5290
2066	35744	5274
2067	35769	5258
2068	35791	5241
2069	35814	5225
2070	35838	5208
2071	35858	5191
2072	35880	5175
2073	35900	5158
2074	35919	5141
2075	35940	5124
2076	35960	5107
2077	35979	5090
2078	35997	5073
2079	36017	5056
2080	36033	5038
2081	36051	5021
2082	36070	5004
2083	36090	4987
2084	36109	4970
2085	36126	4953
2086	36148	4936
2087	36167	4919
2088	36185	4902
2089	36205	4885
2090	36223	4867
2091	36244	4851
2092	36261	4833
2093	36280	4816
2094	36299	4799
2095	36315	4781
2096	36334	4764
2097	36354	4747
2098	36374	4730
2099	36396	4714
2100	36414	4696
2101	36433	4679
2102	36451	4662
2103	36470	4645
2104	36490	4628
2105	36511	4611
2106	36531	4594
2107	36550	4577
2108	36570	4560
2109	36590	4543
2110	36610	4526
2111	36625	4508
2112	36640	4491
2113	36660	4474
2114	36679	4456
2115	36698	4439
2116	36717	4422
2117	36737	4405
2118	36755	4388
2119	36769	4370
2120	36790	4353
2121	36808	4336
2122	36824	4318
2123	36844	4301
2124	36862	4284
2125	36881	4267
2126	36899	4250
2127	36918	4233
2128	36937	4215
2129	36955	4198
2130	36976	4181
2131	36996	4164
2132	37013	4147
2133	37032	4130
2134	37050	4112
2135	37068	4095
2136	37087	4078
2137	37109	4061
2138	37130	4044
2139	37151	4027
2140	37171	4010
2141	37192	3993
2142	37210	3976
2143	37227	3958
2144	37245	3941
2145	37261	3924
2146	37286	3907
2147	37299	3889
2148	37315	3872
2149	37332	3854
2150	37348	3837
2151	37368	3820
2152	37382	3802
2153	37403	3785
2154	37421	3768
2155	37441	3751
2156	37459	3733
2157	37477	3716
2158	37494	3699
2159	37513	3681
2160	37531	3664
2161	37550	3647
2162	37569	3630
2163	37588	3612
2164	37608	3595
2165	37625	3578
2166	37642	3560
2167	37659	3543
2168	37674	3525
2169	37690	3508
2170	37707	3491
2171	37724	3473
2172	37740	3456
2173	37757	3438
2174	37773	3421
2175	37789	3403
2176	37806	3386
2177	37823	3369
2178	37841	3351
2179	37859	3334
2180	37876	3316
2181	37892	3299
2182	37909	3282
2183	37925	3264
2184	37942	3247
2185	37958	3229
2186	37974	3212
2187	37991	3194
2188	38007	3177
2189	38024	3160
2190	38040	3142
2191	38056	3125
2192	38073	3107
2193	38090	3090
2194	38105	3072
2195	38123	3055
2196	38140	3038
2197	38156	3020
2198	38169	3002
2199	38186	2985
2200	38204	2968
2201	38221	2950
2202	38239	2933
2203	38256	2916
2204	38273	2898
2205	38292	2881
2206	38308	2864
2207	38320	2846
2208	38337	2828
2209	38355	2811
2210	38372	2794
2211	38389	2776
2212	38405	2759
2213	38422	2741
2214	38440	2724
2215	38455	2707
2216	38472	2689
2217	38490	2672
2218	38507	2655
2219	38523	2637
2220	38540	2620
2221	38556	2602
2222	38572	2585
2223	38589	2567
2224	38605	2550
2225	38620	2533
2226	38637	2515
2227	38652	2498
2228	38669	2480
2229	38685	2463
2230	38703	2446
2231	38721	2428
2232	38738	2411
2233	38755	2394
2234	38774	2376
2235	38791	2359
2236	38808	2342
2237	38827	2324
2238	38843	2307
2239	38861	2290
2240	38879	2272
2241	38896	2255
2242	38913	2237
2243	38930	2220
2244	38946	2203
2245	38962	2185
2246	38978	2168
2247	38993	2150
2248	39010	2133
2249	39027	2116
2250	39046	2098
2251	39062	2081
2252	39079	2064
2253	39095	2046
2254	39113	2029
2255	39131	2012
2256	39148	1994
2257	39164	1977
2258	39181	1959
2259	39197	1942
2260	39213	1925
2261	39229	1907
2262	39246	1890
2263	39262	1872
2264	39279	1855
2265	39297	1838
2266	39314	1820
2267	39332	1803
2268	39349	1786
2269	39366	1768
2270	39379	1751
2271	39396	1734
2272	39413	1716
2273	39429	1699
2274	39447	1681
2275	39463	1664
2276	39480	1647
2277	39496	1629
2278	39512	1612
2279	39529	1595
2280	39545	1577
2281	39562	1560
2282	39580	1542
2283	39596	1525
2284	39613	1508
2285	39629	1490
2286	39646	1473
2287	39663	1456
2288	39675	1438
2289	39692	1421
2290	39709	1403
2291	39726	1386
2292	39742	1369
2293	39760	1351
2294	39777	1334
2295	39793	1317
2296	39811	1299
2297	39828	1282
2298	39846	1265
2299	39862	1247
2300	39878	1230
2301	39895	1213
2302	39912	1195
2303	39928	1178
2304	39944	1161
2305	39961	1143
2306	39978	1126
2307	39995	1109
2308	40013	1091
2309	40029	1074
2310	40042	1056
2311	40059	1039
2312	40077	1022
2313	40094	1004
2314	40110	987
2315	40128	970
2316	40145	952
2317	40163	935
2318	40179	918
2319	40195	900
2320	40211	883
2321	40227	866
2322	40240	848
2323	40256	831
2324	40272	814
2325	40290	796
2326	40307	779
2327	40323	762
2328	40341	744
2329	40358	727
2330	40375	710
2331	40390	692
2332	40405	675
2333	40423	658
2334	40440	640
2335	40458	623
2336	40474	606
2337	40492	588
2338	40509	571
2339	40526	554
2340	40544	536
2341	40560	519
2342	40577	502
2343	40594	484
2344	40612	467
2345	40626	450
2346	40643	432
2347	40659	415
2348	40676	398
2349	40691	380
2350	40706	363
2351	40721	346
2352	40737	328
2353	40755	311
2354	40773	294
2355	40789	277
2356	40808	259
2357	40824	242
2358	40841	225
2359	40858	207
2360	40876	190
2361	40898	173
2362	40919	155
2363	40935	138
2364	40951	121
2365	40967	103
2366	40985	86
2367	41003	69
2368	41021	51
2369	41039	34
2370	41055	17
2371	41071	0
