iter	Logloss
864	0.1477489126
865	0.1477415079
866	0.1477412374
867	0.1477331228
868	0.147733089
869	0.1477289133
870	0.1477285414
871	0.147726817
872	0.1477164202
873	0.1477156425
874	0.1477068685
875	0.1477005797
876	0.1476944261
877	0.1476811553
878	0.1476746804
879	0.1476608517
880	0.1476565239
881	0.1476508606
882	0.1476410892
883	0.1476307768
884	0.1476248092
885	0.1476227129
886	0.1476216986
887	0.1476168298
888	0.1476131275
889	0.1476095097
890	0.1476004652
891	0.1475924351
892	0.1475898824
893	0.1475834583
894	0.1475761382
895	0.1475703903
896	0.1475688688
897	0.14756329
898	0.14756329
899	0.1475577788
900	0.1475504418
901	0.1475442882
902	0.1475376444
903	0.1475304595
904	0.1475284647
905	0.1475277715
906	0.1475201641
907	0.1475157348
908	0.147510511
909	0.1475085162
910	0.1475052872
911	0.1474986095
912	0.1474979671
913	0.1474783905
914	0.1474709014
915	0.1474641392
916	0.1474578841
917	0.1474381723
918	0.147436803
919	0.1474300239
920	0.1474262201
921	0.1474211992
922	0.147416043
923	0.1474076071
924	0.1474043951
925	0.1473921724
926	0.1473894337
927	0.1473796454
928	0.1473774477
929	0.1473710574
930	0.147369705
931	0.1473679637
932	0.1473679468
933	0.147361117
934	0.1473564172
935	0.1473497734
936	0.14734859
937	0.1473409149
938	0.1473264776
939	0.1473227246
940	0.1473113979
941	0.1473071546
942	0.1473010348
943	0.147299209
944	0.1472922777
945	0.1472801903
946	0.1472790914
947	0.1472755075
948	0.1472744593
949	0.1472727011
950	0.1472698948
951	0.1472658206
952	0.1472574862
953	0.1472510114
954	0.1472467174
955	0.1472337001
956	0.1472264477
957	0.1472176906
958	0.1472131599
959	0.1472081897
960	0.1472045043
961	0.1472042507
962	0.1471869564
963	0.1471848601
964	0.1471773371
965	0.1471750042
966	0.1471740068
967	0.1471706426
968	0.1471681405
969	0.1471636437
970	0.1471585213
971	0.1471479046
972	0.147147668
973	0.1471473806
974	0.1471407198
975	0.1471335519
976	0.1471192498
977	0.1471175085
978	0.1471113718
979	0.1471052013
980	0.1471015159
981	0.147091846
982	0.1470883634
983	0.147082531
984	0.1470740783
985	0.1470679923
986	0.1470674682
987	0.1470672823
988	0.1470660651
989	0.1470633264
990	0.1470526421
991	0.1470493455
992	0.1470374102
993	0.1470317807
994	0.147025103
995	0.1470221614
996	0.1470114264
997	0.1470096006
998	0.1470015705
999	0.146997006
1000	0.146990937
1001	0.1469820954
1002	0.1469817573
1003	0.1469769899
1004	0.1469712589
1005	0.1469673876
1006	0.1469638881
1007	0.1469564328
1008	0.1469475743
1009	0.1469386482
1010	0.1469381918
1011	0.1469306181
1012	0.1469303476
1013	0.1469301109
1014	0.1469199
1015	0.1469196802
1016	0.1469160286
1017	0.1469156905
1018	0.1469119037
1019	0.1469109739
1020	0.1469101624
1021	0.1469055979
1022	0.1469031466
1023	0.1468931386
1024	0.1468929188
1025	0.1468861397
1026	0.1468816597
1027	0.1468797832
1028	0.1468788703
1029	0.1468774502
1030	0.1468727843
1031	0.1468680001
1032	0.1468641456
1033	0.1468476289
1034	0.1468460229
1035	0.1468416106
1036	0.1468350343
1037	0.1468340031
1038	0.1468287286
1039	0.1468179597
1040	0.146815052
1041	0.1468070388
1042	0.1468039789
1043	0.1467832696
1044	0.1467825089
1045	0.1467761355
1046	0.1467718753
1047	0.1467634226
1048	0.1467546824
1049	0.1467512675
1050	0.1467439136
1051	0.1467373035
1052	0.1467326038
1053	0.1467275829
1054	0.1467251147
1055	0.1467206009
1056	0.1467163069
1057	0.1467135344
1058	0.1467116072
1059	0.1467113367
1060	0.1467082091
1061	0.1466973896
1062	0.1466944142
1063	0.146688548
1064	0.1466648634
1065	0.1466635448
1066	0.1466634095
1067	0.1466621585
1068	0.1466561909
1069	0.1466473155
1070	0.1466457771
1071	0.1466443739
1072	0.1466373074
1073	0.1466365974
1074	0.1466363945
1075	0.1466300719
1076	0.1466257102
1077	0.1466205541
1078	0.1466201145
1079	0.146615026
1080	0.1466143497
1081	0.1466043417
1082	0.1466015185
1083	0.1465979852
1084	0.1465903608
1085	0.1465879433
1086	0.1465805894
1087	0.1465739456
1088	0.1465718324
1089	0.146563853
1090	0.146555789
1091	0.1465534899
1092	0.1465521205
1093	0.1465464572
1094	0.146546322
1095	0.1465434649
1096	0.1465382411
1097	0.1465372606
1098	0.1465222485
1099	0.1465135929
1100	0.1465064249
1101	0.1464950306
1102	0.1464911762
1103	0.1464838899
1104	0.1464824022
1105	0.146472783
1106	0.1464676268
1107	0.1464646345
1108	0.1464635695
1109	0.1464554379
1110	0.1464551674
1111	0.1464531726
1112	0.1464493181
1113	0.1464462075
1114	0.1464436041
1115	0.1464417614
1116	0.1464324464
1117	0.1464265802
1118	0.1464218636
1119	0.1464101311
1120	0.1464032168
1121	0.1464027434
1122	0.1464000893
1123	0.1463945781
1124	0.1463922958
1125	0.146387799
1126	0.1463848405
1127	0.1463838262
1128	0.1463754917
1129	0.146372398
1130	0.1463672418
1131	0.1463662444
1132	0.1463661599
1133	0.1463602261
1134	0.1463599218
1135	0.1463598541
1136	0.1463545965
1137	0.1463492713
1138	0.1463469721
1139	0.1463468538
1140	0.1463436248
1141	0.1463397873
1142	0.1463355102
1143	0.1463322136
1144	0.1463209207
1145	0.1463134823
1146	0.146305131
1147	0.1462912008
1148	0.1462870928
1149	0.1462806856
1150	0.1462804658
1151	0.1462757999
1152	0.146267736
1153	0.1462616838
1154	0.146260399
1155	0.1462565615
1156	0.1462531465
1157	0.1462495795
1158	0.1462470098
1159	0.1462429863
1160	0.146242868
1161	0.1462343307
1162	0.1462323697
1163	0.1462292252
1164	0.146219065
1165	0.1462188114
1166	0.1462139088
1167	0.1462085329
1168	0.1462000125
1169	0.1461893789
1170	0.1461836987
1171	0.1461801992
1172	0.1461361435
1173	0.1461323228
1174	0.1461250366
1175	0.1461209961
1176	0.1461189844
1177	0.1461093313
1178	0.1461065757
1179	0.1461044118
1180	0.1461004728
1181	0.1460925949
1182	0.1460874894
1183	0.1460825023
1184	0.1460818599
1185	0.1460739143
1186	0.1460703472
1187	0.1460665097
1188	0.1460638048
1189	0.1460624185
1190	0.1460595446
1191	0.14605875
1192	0.1460542194
1193	0.1460491477
1194	0.1460462569
1195	0.1460394439
1196	0.1460318027
1197	0.1460305347
1198	0.1460200195
1199	0.1460173653
1200	0.1460077292
1201	0.1460014065
1202	0.1460006289
1203	0.1459908068
1204	0.1459826752
1205	0.1459763695
1206	0.1459670545
1207	0.1459667502
1208	0.1459609347
1209	0.1459598021
1210	0.1459563195
1211	0.1459539866
1212	0.1459513493
1213	0.1459474272
1214	0.1459437249
1215	0.1459403438
1216	0.1459345452
1217	0.1459279014
1218	0.1459205813
1219	0.1459200572
1220	0.1459188231
1221	0.1459151715
1222	0.1459093222
1223	0.1459055354
1224	0.1459045549
1225	0.1459025769
1226	0.1458955442
1227	0.1458867026
1228	0.1458855531
1229	0.1458724513
1230	0.1458645564
1231	0.1458611415
1232	0.1458567122
1233	0.1458550724
1234	0.1458510151
1235	0.1458476678
1236	0.1458420045
1237	0.1458398405
1238	0.1458372709
1239	0.1458302889
1240	0.1458286998
1241	0.1458258935
1242	0.1458215488
1243	0.1458181508
1244	0.1458160376
1245	0.1458152261
1246	0.1458137046
1247	0.145813451
1248	0.1458133158
1249	0.1458109997
1250	0.1458038149
1251	0.1457994533
1252	0.1457933673
1253	0.1457864529
1254	0.1457836804
1255	0.1457815672
1256	0.1457790145
1257	0.1457785919
1258	0.1457725735
1259	0.1457647632
1260	0.1457569359
1261	0.1457539436
1262	0.1457509175
1263	0.1457493961
1264	0.1457468264
1265	0.1457461333
1266	0.1457436651
1267	0.1457425324
1268	0.1457380525
1269	0.1457371226
1270	0.1457294983
1271	0.1457183744
1272	0.1457087214
1273	0.1457078085
1274	0.1457027876
1275	0.1456993726
1276	0.145695721
1277	0.1456867273
1278	0.1456825009
1279	0.1456778688
1280	0.1456755528
1281	0.1456695006
1282	0.1456615212
1283	0.1456539306
1284	0.145652967
1285	0.145649383
1286	0.1456401864
1287	0.1456363489
1288	0.1456359432
1289	0.1456335088
1290	0.1456266113
1291	0.1456215227
1292	0.1456150141
1293	0.1456142872
1294	0.1456012192
1295	0.1455970436
1296	0.1455934427
1297	0.1455904335
1298	0.145580679
1299	0.1455740352
1300	0.1455664108
1301	0.1455656331
1302	0.1455605615
1303	0.1455558279
1304	0.1455525483
1305	0.1455439264
1306	0.1455389731
1307	0.1455279338
1308	0.1455183484
1309	0.1455134965
1310	0.1455015612
1311	0.1454981801
1312	0.1454973518
1313	0.1454926182
1314	0.1454899471
1315	0.1454875973
1316	0.1454848586
1317	0.145484774
1318	0.1454823735
1319	0.1454802265
1320	0.1454772511
1321	0.1454737517
1322	0.1454737347
1323	0.1454650791
1324	0.1454574716
1325	0.1454555275
1326	0.1454533805
1327	0.1454410564
1328	0.145434869
1329	0.1454271093
1330	0.1454194511
1331	0.145418944
1332	0.1454161884
1333	0.1454160531
1334	0.1454134159
1335	0.1454101869
1336	0.1454070087
1337	0.1454067889
1338	0.1454038812
1339	0.1454032895
1340	0.1453982854
1341	0.1453930785
1342	0.1453857246
1343	0.1453857416
1344	0.1453815997
1345	0.1453707802
1346	0.1453695123
1347	0.1453659283
1348	0.1453637813
1349	0.1453598085
1350	0.145355058
1351	0.1453533337
1352	0.1453478563
1353	0.1453433087
1354	0.1453362084
1355	0.1453327597
1356	0.1453319482
1357	0.1453272823
1358	0.1453228869
1359	0.1453103092
1360	0.1452981372
1361	0.145294232
1362	0.1452909016
1363	0.1452899549
1364	0.1452872838
1365	0.145286726
1366	0.1452803188
1367	0.1452736073
1368	0.1452653067
1369	0.1452648671
1370	0.1452582064
1371	0.1452549774
1372	0.1452408951
1373	0.1452383593
1374	0.1452336934
1375	0.145229822
1376	0.1452248349
1377	0.1452235162
1378	0.1452226541
1379	0.1452159933
1380	0.1452051061
1381	0.1451994935
1382	0.1451915648
1383	0.1451885387
1384	0.1451819963
1385	0.1451801705
1386	0.1451762653
1387	0.1451738986
1388	0.1451737464
1389	0.1451721235
1390	0.1451658008
1391	0.1451619971
1392	0.1451498251
1393	0.1451445675
1394	0.1451421669
1395	0.1451384646
1396	0.1451317193
1397	0.1451285242
1398	0.1451281015
1399	0.1451277296
1400	0.145123537
1401	0.1451191923
1402	0.1451168256
1403	0.1451104691
1404	0.1451065132
1405	0.1450957951
1406	0.1450867168
1407	0.1450861928
1408	0.1450817804
1409	0.1450745956
1410	0.1450601076
1411	0.1450470734
1412	0.1450354424
1413	0.145029441
1414	0.1450238114
1415	0.1450233043
1416	0.1450212587
1417	0.1450162716
1418	0.1450117409
1419	0.145011369
1420	0.1450086641
1421	0.1450066354
1422	0.1450060268
1423	0.144998842
1424	0.1449964921
1425	0.1449932462
1426	0.1449894425
1427	0.1449878872
1428	0.1449835256
1429	0.1449783018
1430	0.144974853
1431	0.1449742106
1432	0.1449663496
1433	0.1449647436
1434	0.144958945
1435	0.1449574573
1436	0.1449482945
1437	0.1449450993
1438	0.1449421409
1439	0.1449415999
1440	0.1449373059
1441	0.1449327414
1442	0.1449284136
1443	0.1449283122
1444	0.1449270612
1445	0.1449267061
1446	0.1449207723
1447	0.1449187606
1448	0.1449079917
1449	0.1449057771
1450	0.144900435
1451	0.1448997249
1452	0.1448926753
1453	0.1448874515
1454	0.1448830392
1455	0.1448825489
1456	0.1448803005
1457	0.1448773251
1458	0.144876987
1459	0.1448644093
1460	0.1448634795
1461	0.1448602506
1462	0.1448568695
1463	0.1448543675
1464	0.1448506313
1465	0.1448502425
1466	0.1448469628
1467	0.144842466
1468	0.1448403697
1469	0.144836549
1470	0.1448322381
1471	0.1448317817
1472	0.1448259662
1473	0.1448237685
1474	0.1448197619
1475	0.1448105315
1476	0.1448071165
1477	0.144803448
1478	0.1447864073
1479	0.144780017
1480	0.1447675576
1481	0.1447652247
1482	0.1447580906
1483	0.1447560112
1484	0.1447506352
1485	0.1447457495
1486	0.1447366375
1487	0.1447362148
1488	0.1447355724
1489	0.1447315827
1490	0.1447262068
1491	0.1447231976
1492	0.1447203236
1493	0.144711668
1494	0.1447074754
1495	0.1446979746
1496	0.1446922436
1497	0.1446860393
1498	0.1446805281
1499	0.1446747802
1500	0.1446744252
1501	0.1446724641
1502	0.1446723796
1503	0.1446658879
1504	0.1446656512
1505	0.1446639099
1506	0.1446598188
1507	0.1446596836
1508	0.1446493205
1509	0.1446461253
1510	0.1446390757
